QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,NSW,109,Bathurst Central,570,40.71,830,59.29,1400,98.45,22,1.55,1422
1,NSW,109,Bathurst City,472,35.95,841,64.05,1313,98.06,26,1.94,1339
1,NSW,109,Bathurst North,225,42.45,305,57.55,530,99.81,1,0.19,531
1,NSW,109,Bathurst PPVC,3222,25.77,9282,74.23,12504,98.63,174,1.37,12678
1,NSW,109,Bathurst South,253,37.48,422,62.52,675,98.83,8,1.17,683
1,NSW,109,Bathurst West,434,35.93,774,64.07,1208,98.29,21,1.71,1229
1,NSW,117,Batlow,118,27.51,311,72.49,429,98.85,5,1.15,434
1,NSW,134,Baulkham Hills,1329,47.65,1460,52.35,2789,99.22,22,0.78,2811
1,NSW,106,Baulkham Hills BEROWRA PPVC,365,26.15,1031,73.85,1396,99.01,14,0.99,1410
1,NSW,134,Baulkham Hills Central,477,46.22,555,53.78,1032,99.04,10,0.96,1042
1,NSW,134,Baulkham Hills City,491,44.88,603,55.12,1094,98.92,12,1.08,1106
1,NSW,122,Baulkham Hills GREENWAY PPVC,794,42.64,1068,57.36,1862,98.83,22,1.17,1884
1,NSW,134,Baulkham Hills MITCHELL PPVC,6633,35.51,12048,64.49,18681,99.33,126,0.67,18807
1,NSW,134,Baulkham Hills North,1184,46,1390,54,2574,98.96,27,1.04,2601
1,NSW,134,Baulkham Hills North West,169,52,156,48,325,99.39,2,0.61,327
1,NSW,140,Baulkham Hills PARRAMATTA PPVC,258,36.39,451,63.61,709,98.47,11,1.53,720
1,NSW,134,Baulkham Hills South,530,41.05,761,58.95,1291,99.46,7,0.54,1298
1,NSW,134,Baulkham Hills South West,217,52.67,195,47.33,412,98.33,7,1.67,419
1,NSW,134,Baulkham Hills West,695,44.9,853,55.1,1548,99.23,12,0.77,1560
1,NSW,120,Bawley Point,224,50.79,217,49.21,441,96.5,16,3.5,457
1,NSW,113,Bayldon,657,34.76,1233,65.24,1890,98.28,33,1.72,1923
1,NSW,132,Bayview,543,56.56,417,43.44,960,99.28,7,0.72,967
1,NSW,132,Beacon Hill (Mackellar),665,51,639,49,1304,95.81,57,4.19,1361
1,NSW,151,Beacon Hill (Warringah),263,51.77,245,48.23,508,97.32,14,2.68,522
1,NSW,149,Beaconsfield,512,67.9,242,32.1,754,99.34,5,0.66,759
1,NSW,134,Beaumont Hills,1540,59.99,1027,40.01,2567,98.96,27,1.04,2594
1,NSW,134,Beaumont Hills Central,661,44.33,830,55.67,1491,98.87,17,1.13,1508
1,NSW,136,Beaumont Park,307,52.93,273,47.07,580,98.14,11,1.86,591
1,NSW,151,Beauty Point,461,55.88,364,44.12,825,98.92,9,1.08,834
1,NSW,250,Bedgerabong,13,13.4,84,86.6,97,98.98,1,1.02,98
1,NSW,130,Beechwood,120,22.43,415,77.57,535,97.81,12,2.19,547
1,NSW,106,Beecroft,1284,56.22,1000,43.78,2284,99.3,16,0.7,2300
1,NSW,106,Beecroft North,126,53.85,108,46.15,234,99.57,1,0.43,235
1,NSW,118,Beelbangera,118,22.22,413,77.78,531,99.44,3,0.56,534
1,NSW,117,Bega,240,45.54,287,54.46,527,99.25,4,0.75,531
1,NSW,117,Bega Central,143,48.31,153,51.69,296,98.34,5,1.66,301
1,NSW,117,Bega Heights,279,42.53,377,57.47,656,98.8,8,1.2,664
1,NSW,117,Bega PPVC,2208,37.86,3624,62.14,5832,98.95,62,1.05,5894
1,NSW,117,Belconnen EDEN-MONARO PPVC,190,51.77,177,48.23,367,98.66,5,1.34,372
1,NSW,251,Belfield,124,46.27,144,53.73,268,99.26,2,0.74,270
1,NSW,134,Bella Vista,606,49.31,623,50.69,1229,99.11,11,0.89,1240
1,NSW,134,Bella Vista North,1247,42.75,1670,57.25,2917,98.65,40,1.35,2957
1,NSW,114,Bellambi,265,56.62,203,43.38,468,97.7,11,2.3,479
1,NSW,139,Bellata,6,4.26,135,95.74,141,99.3,1,0.7,142
1,NSW,126,Bellbird,288,27.02,778,72.98,1066,98.7,14,1.3,1080
1,NSW,113,Bellbrook,26,27.37,69,72.63,95,98.96,1,1.04,96
1,NSW,152,Bellevue Hill,1107,61.43,695,38.57,1802,98.74,23,1.26,1825
1,NSW,152,Bellevue Hill South,506,50.2,502,49.8,1008,98.82,12,1.18,1020
1,NSW,113,Bellingen,1345,65.93,695,34.07,2040,97.89,44,2.11,2084
1,NSW,113,Bellingen North,89,67.42,43,32.58,132,100,0,0,132
1,NSW,148,Belmont,134,37.22,226,62.78,360,99.45,2,0.55,362
1,NSW,148,Belmont Central,439,40.42,647,59.58,1086,98.46,17,1.54,1103
1,NSW,148,Belmont North,361,37.14,611,62.86,972,98.18,18,1.82,990
1,NSW,148,Belmont PPVC,4385,30.85,9829,69.15,14214,98.99,145,1.01,14359
1,NSW,148,Belmont West,229,38.42,367,61.58,596,97.7,14,2.3,610
1,NSW,104,Belmore BARTON PPVC,843,31,1876,69,2719,98.84,32,1.16,2751
1,NSW,251,Belmore Central,375,39.89,565,60.11,940,97.81,21,2.19,961
1,NSW,251,Belmore North,724,43.2,952,56.8,1676,97.84,37,2.16,1713
1,NSW,251,Belmore South,483,39.56,738,60.44,1221,97.76,28,2.24,1249
1,NSW,251,Belmore WATSON PPVC,5032,36.93,8593,63.07,13625,98.3,235,1.7,13860
1,NSW,132,Belrose,1160,51.72,1083,48.28,2243,98.9,25,1.1,2268
